,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,year
2317,SL,2022-05-20,87.0,2.6,5.94,"Ray, Robbie",593428,592662,,ball,,,,,13.0,Xander Bogaerts walks.   Christian Vazquez to 3rd.    Enrique Hernandez to 2nd.,R,R,L,BOS,SEA,B,,,1,0,2022,-0.15,0.46,-1.48,0.94,,543877.0,571771.0,2,3,Bot,,,,,663728,,,-9.491380793583426,-126.32678473248323,-6.799073465674755,0.1612653955827062,23.694642903804173,-26.110995664810897,3.48,1.6,,,,87.4,2186.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.02,,,,,,,,24,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,139.0,0.0,0.068,2022
2318,FF,2022-05-20,94.4,2.49,6.1,"Ray, Robbie",593428,592662,,ball,,,,,13.0,Xander Bogaerts walks.   Christian Vazquez to 3rd.    Enrique Hernandez to 2nd.,R,R,L,BOS,SEA,B,,,0,0,2022,0.62,1.48,-1.55,1.77,,543877.0,571771.0,2,3,Bot,,,,,663728,,,-11.90649242109484,-136.73737886431005,-8.833121562679025,10.452619551661666,31.116544244069043,-11.683923173085834,3.54,1.63,,,,94.4,2204.0,6.6,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.87,,,,,,,,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,150.0,0.0,0.054,2022
2319,SL,2022-05-20,86.0,2.58,5.98,"Ray, Robbie",502110,592662,strikeout,swinging_strike,,,,,13.0,J.D. Martinez strikes out swinging.,R,R,L,BOS,SEA,S,2.0,,2,2,2022,-0.28,0.18,-1.36,0.98,,543877.0,571771.0,1,3,Bot,,,,,663728,,,-8.817600696790917,-124.96139815466388,-6.01701635127546,-1.2962937373187156,23.049757467916837,-29.35160238266004,3.72,1.78,,,,86.6,2090.0,6.6,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.94,,,0.0,1.0,0.0,0.0,,23,5,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,177.0,-0.048,-0.385,2022
2320,SL,2022-05-20,87.7,2.53,5.89,"Ray, Robbie",502110,592662,,ball,,,,,13.0,J.D. Martinez strikes out swinging.,R,R,L,BOS,SEA,B,,,1,2,2022,-0.18,0.24,-1.69,1.19,,543877.0,571771.0,1,3,Bot,,,,,663728,,,-9.84872804747851,-127.35035960583316,-5.72714554007987,0.0544837246202514,25.94135017749128,-28.57796913856718,3.72,1.78,,,,87.8,2056.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.07,,,,,,,,23,4,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,148.0,0.0,0.06,2022
2321,SL,2022-05-20,86.3,2.69,5.97,"Ray, Robbie",502110,592662,,swinging_strike,,,,,13.0,J.D. Martinez strikes out swinging.,R,R,L,BOS,SEA,S,,,1,1,2022,-0.2,0.23,-0.95,1.18,,543877.0,571771.0,1,3,Bot,,,,,663728,,,-8.270568335462082,-125.33706743807886,-5.657053476324682,-0.4457542894711657,24.544015227906257,-28.82428867851704,3.72,1.78,,,,86.6,2112.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.0,,,,,,,,23,3,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,156.0,0.0,-0.118,2022
2322,SL,2022-05-20,86.6,2.61,5.96,"Ray, Robbie",502110,592662,,swinging_strike,,,,,13.0,J.D. Martinez strikes out swinging.,R,R,L,BOS,SEA,S,,,1,0,2022,-0.13,0.52,-0.7,1.27,,543877.0,571771.0,1,3,Bot,,,,,663728,,,-7.69071899597254,-125.85029304620792,-6.11920186778092,0.0160866519089476,22.860306330906397,-25.65976322677229,3.72,1.78,,,,87.3,2066.0,6.6,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.9,,,,,,,,23,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,137.0,0.0,-0.089,2022
2323,FF,2022-05-20,93.6,2.54,6.11,"Ray, Robbie",502110,592662,,ball,,,,,13.0,J.D. Martinez strikes out swinging.,R,R,L,BOS,SEA,B,,,0,0,2022,0.54,1.28,-1.25,2.61,,543877.0,571771.0,1,3,Bot,,,,,663728,,,-10.995043148949009,-135.89700129409118,-6.141182833385654,8.996924743419612,28.584546360355287,-15.086470766915838,3.72,1.78,,,,94.1,2162.0,6.6,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.91,,,,,,,,23,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,147.0,0.0,0.063,2022
2324,SL,2022-05-20,87.9,2.66,6.07,"Ray, Robbie",646240,592662,field_out,hit_into_play,,,,,4.0,Rafael Devers lines out to left fielder Jesse Winker.,R,L,L,BOS,SEA,X,7.0,line_drive,0,1,2022,-0.27,0.62,-0.43,2.6,,543877.0,571771.0,0,3,Bot,82.08,99.41,,,663728,,,-6.936679496871946,-127.91511559287328,-3.588374416222158,-1.581609291131282,25.925751467253804,-24.856592715553887,3.37,1.57,271.0,94.0,19.0,88.0,2245.0,6.3,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.21,0.349,0.342,0.0,1.0,0.0,0.0,4.0,22,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,154.0,-0.055,-0.425,2022
2325,SL,2022-05-20,88.2,2.6,6.08,"Ray, Robbie",646240,592662,,foul,,,,,7.0,Rafael Devers lines out to left fielder Jesse Winker.,R,L,L,BOS,SEA,S,,,0,0,2022,-0.17,0.47,-0.52,2.03,,543877.0,571771.0,0,3,Bot,,,,,663728,,,-7.206218069686449,-128.27090059792016,-4.7429962709592,-0.4333744792368003,26.157965356714808,-26.14068074347575,3.37,1.57,202.0,71.4,53.0,88.1,2183.0,6.2,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.26,,,,,,,,22,1,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,136.0,0.0,-0.082,2022
2326,FF,2022-05-20,94.4,2.73,6.12,"Ray, Robbie",571771,592662,walk,ball,,,,,11.0,Enrique Hernandez walks.   Christian Vazquez to 2nd.,R,R,L,BOS,SEA,B,,,3,0,2022,0.52,1.48,-0.15,3.72,,,543877.0,0,3,Bot,,,,,663728,,,-8.673584712775524,-137.14228197533222,-3.844002395201167,8.549485971317226,31.07073563225317,-12.787224103971148,3.25,1.52,,,,94.6,2310.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.97,,,0.7,1.0,0.0,0.0,,21,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,148.0,0.057,0.254,2022
2327,SL,2022-05-20,86.3,2.7,6.04,"Ray, Robbie",571771,592662,,ball,,,,,13.0,Enrique Hernandez walks.   Christian Vazquez to 2nd.,R,R,L,BOS,SEA,B,,,2,0,2022,-0.01,0.19,-0.92,0.99,,,543877.0,0,3,Bot,,,,,663728,,,-8.589787477864471,-125.3928941865068,-6.207385899195005,1.508415627667459,23.061797420455743,-29.162220690787372,3.13,1.46,,,,86.6,2215.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.14,,,,,,,,21,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,0.178,2022
2328,SL,2022-05-20,89.4,2.82,6.04,"Ray, Robbie",571771,592662,,blocked_ball,,,,,13.0,Enrique Hernandez walks.   Christian Vazquez to 2nd.,R,R,L,BOS,SEA,B,,,1,0,2022,-0.12,0.78,-0.51,0.83,,,543877.0,0,3,Bot,,,,,663728,,,-7.950902298185634,-129.89681906987693,-8.504708758843588,0.1787386915568755,24.643480599505864,-21.846934288824844,3.22,1.52,,,,89.9,2304.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.06,,,,,,,,21,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,142.0,0.0,0.108,2022
2329,SL,2022-05-20,87.5,3.07,5.98,"Ray, Robbie",571771,592662,,ball,,,,,14.0,Enrique Hernandez walks.   Christian Vazquez to 2nd.,R,R,L,BOS,SEA,B,,,0,0,2022,-0.43,0.45,0.7,1.14,,,543877.0,0,3,Bot,,,,,663728,,,-4.823341728634635,-127.3229800506398,-6.5130904032476975,-3.810888024294818,24.33488400861351,-26.148405341021945,3.19,1.49,,,,87.7,2289.0,6.3,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.23,,,,,,,,21,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,0.059,2022
2330,FF,2022-05-20,94.6,2.68,6.03,"Ray, Robbie",543877,592662,single,hit_into_play,,,,,4.0,Christian Vazquez singles on a line drive to right fielder Dylan Moore.,R,R,L,BOS,SEA,X,9.0,line_drive,0,1,2022,0.7,1.33,-0.75,2.43,,,,0,3,Bot,163.26,106.19,,,663728,,,-10.544446438427045,-137.32374086560569,-6.704244590728762,11.101094953894322,28.974959305939336,-13.974576341719793,3.25,1.59,212.0,88.7,13.0,95.1,2312.0,6.6,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.9,0.903,0.881,0.9,1.0,1.0,0.0,4.0,20,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.04,0.429,2022
2331,FF,2022-05-20,94.2,2.62,6.16,"Ray, Robbie",543877,592662,,foul,,,,,4.0,Christian Vazquez singles on a line drive to right fielder Dylan Moore.,R,R,L,BOS,SEA,S,,,0,0,2022,0.68,1.52,-0.44,2.53,,,,0,3,Bot,,,,,663728,,,-9.47188739905157,-136.782372053662,-7.100303764196996,10.53815543823222,28.711801213082,-11.674856135018064,3.25,1.59,186.0,68.0,49.0,94.5,2291.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.05,,,,,,,,20,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,147.0,0.0,-0.034,2022
2332,SL,2022-05-20,85.5,2.68,6.09,"Ray, Robbie",666915,592662,field_out,hit_into_play,,,,,6.0,"Bobby Dalbec grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,L,BOS,SEA,X,6.0,ground_ball,0,0,2022,-0.06,0.68,0.38,2.34,,,,2,2,Bot,91.4,143.81,,,663728,,,-5.310413476756795,-124.47930643428955,-3.975189697385937,0.376102889262424,24.03876417831645,-24.483623461678874,3.51,1.71,107.0,86.8,8.0,85.9,2180.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.09,0.486,0.453,0.0,1.0,0.0,0.0,4.0,16,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,155.0,-0.011,-0.099,2022
2333,SL,2022-05-20,88.1,2.51,6.01,"Ray, Robbie",657077,592662,field_out,hit_into_play,,,,,13.0,"Alex Verdugo grounds out, pitcher Robbie Ray to first baseman Ty France.",R,L,L,BOS,SEA,X,1.0,ground_ball,0,1,2022,0.04,0.65,-0.43,1.1,,,,1,2,Bot,124.3,183.94,,,663728,,,-7.217463361148974,-128.08946438447168,-7.170509723931126,1.8488601877174748,25.587354989868928,-23.778920957270685,3.54,1.61,2.0,79.0,-31.0,88.2,2261.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.15,0.06,0.062,0.0,1.0,0.0,0.0,2.0,15,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,136.0,-0.016,-0.132,2022
2334,FF,2022-05-20,95.2,2.61,6.03,"Ray, Robbie",657077,592662,,called_strike,,,,,2.0,"Alex Verdugo grounds out, pitcher Robbie Ray to first baseman Ty France.",R,L,L,BOS,SEA,S,,,0,0,2022,0.47,1.45,-0.03,3.26,,,,1,2,Bot,,,,,663728,,,-7.979976188796925,-138.38555415841802,-4.879661209653308,7.838712909932018,32.167032317958764,-12.66146386243518,3.63,1.61,,,,95.4,2292.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.97,,,,,,,,15,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151.0,0.0,-0.024,2022
2335,FF,2022-05-20,94.9,2.55,6.08,"Ray, Robbie",624414,592662,strikeout,called_strike,,,,,8.0,Christian Arroyo called out on strikes.,R,R,L,BOS,SEA,S,2.0,,1,2,2022,0.48,1.49,-0.16,1.92,,,,0,2,Bot,,,,,663728,,,-8.159169249410919,-137.84967942061346,-8.546631380824401,7.847702394659757,30.049130006830897,-11.461980327969329,3.43,1.55,,,,94.9,2275.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.13,,,0.0,1.0,0.0,0.0,,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,145.0,-0.023,-0.158,2022
2336,FF,2022-05-20,94.0,2.62,6.1,"Ray, Robbie",624414,592662,,foul,,,,,6.0,Christian Arroyo called out on strikes.,R,R,L,BOS,SEA,S,,,1,1,2022,0.69,1.38,0.41,2.83,,,,0,2,Bot,,,,,663728,,,-7.2668251031674655,-136.5848036497114,-5.791602773443727,10.33483224797624,31.625934458307302,-13.759494083334737,3.4,1.58,212.0,73.6,37.0,93.7,2283.0,6.3,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.2,,,,,,,,14,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.0,-0.054,2022
2337,FF,2022-05-20,91.8,2.51,6.11,"Ray, Robbie",624414,592662,,ball,,,,,12.0,Christian Arroyo called out on strikes.,R,R,L,BOS,SEA,B,,,0,1,2022,0.72,1.56,1.0,4.06,,,,0,2,Bot,,,,,663728,,,-5.3760877397113145,-133.458250503212,-2.626076228933498,9.82573906337877,32.004795341121195,-13.316806955381372,3.4,1.55,,,,91.3,2340.0,6.3,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.22,,,,,,,,14,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,145.0,0.0,0.025,2022
2338,SL,2022-05-20,87.1,2.78,6.06,"Ray, Robbie",624414,592662,,called_strike,,,,,5.0,Christian Arroyo called out on strikes.,R,R,L,BOS,SEA,S,,,0,0,2022,0.31,0.64,-0.15,2.29,,,,0,2,Bot,,,,,663728,,,-7.656162880538672,-126.59729614411076,-4.175513917230324,4.85450447882775,25.250245077985603,-24.6173519872958,3.31,1.52,,,,87.0,2273.0,6.2,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.27,,,,,,,,14,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,150.0,0.0,-0.034,2022
2339,SL,2022-05-20,88.5,2.43,6.04,"Ray, Robbie",596115,592662,field_out,hit_into_play,,,,,7.0,Trevor Story pops out to second baseman Abraham Toro.,R,R,L,BOS,SEA,X,4.0,popup,1,2,2022,-0.08,0.53,-0.53,2.1,571771.0,,502110.0,2,1,Bot,163.68,145.55,,,663728,,,-7.096432335880319,-128.82764334027306,-4.7480353078236295,0.5086910996307917,24.58151851152816,-25.446606896150268,3.4,1.6,166.0,81.6,64.0,89.1,2263.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.06,0.009,0.008,0.0,1.0,0.0,0.0,3.0,10,4,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,161.0,-0.047,-0.345,2022
2340,SL,2022-05-20,88.2,2.7,6.04,"Ray, Robbie",596115,592662,,swinging_strike,,,,,5.0,Trevor Story pops out to second baseman Abraham Toro.,R,R,L,BOS,SEA,S,,,1,1,2022,0.0,0.51,0.21,2.51,571771.0,,502110.0,2,1,Bot,,,,,663728,,,-6.057219695838918,-128.46480208108125,-3.6228861158714,1.091759926554182,24.00685576177031,-26.013872409105197,3.4,1.6,,,,88.8,2194.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.1,,,,,,,,10,3,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,145.0,0.0,-0.108,2022
2341,FF,2022-05-20,94.4,2.68,6.07,"Ray, Robbie",596115,592662,,swinging_strike,,,,,2.0,Trevor Story pops out to second baseman Abraham Toro.,R,R,L,BOS,SEA,S,,,1,0,2022,0.61,1.66,0.03,3.24,571771.0,,502110.0,2,1,Bot,,,,,663728,,,-8.269725086637743,-137.2254441578853,-5.365358078017536,9.565788794649215,31.023122647309712,-10.233307698202108,3.4,1.6,,,,94.5,2260.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.03,,,,,,,,10,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,146.0,0.0,-0.091,2022
2342,FF,2022-05-20,94.8,2.61,6.12,"Ray, Robbie",596115,592662,,ball,,,,,12.0,Trevor Story pops out to second baseman Abraham Toro.,R,R,L,BOS,SEA,B,,,0,0,2022,0.6,1.52,0.21,3.77,571771.0,,502110.0,2,1,Bot,,,,,663728,,,-7.640428035520085,-137.85549637656712,-3.871633237135357,9.31477777649241,30.085691034685382,-12.153378676844438,3.4,1.63,,,,95.2,2281.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.99,,,,,,,,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,148.0,0.0,0.064,2022
2343,SL,2022-05-20,88.9,2.55,6.01,"Ray, Robbie",593428,592662,strikeout,swinging_strike,,,,,13.0,Xander Bogaerts strikes out swinging.,R,R,L,BOS,SEA,S,2.0,,1,2,2022,0.06,0.61,-0.35,1.24,571771.0,,502110.0,1,1,Bot,,,,,663728,,,-7.250010817108827,-129.34958598162234,-7.039312816275618,1.966059414519946,22.665549862715437,-24.112223838417638,3.51,1.6,,,,89.7,2088.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.06,,,0.0,1.0,0.0,0.0,,9,4,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,147.0,-0.064,-0.486,2022
2344,SL,2022-05-20,88.8,2.44,6.11,"Ray, Robbie",593428,592662,,blocked_ball,,,,,13.0,Xander Bogaerts strikes out swinging.,R,R,L,BOS,SEA,B,,,0,2,2022,0.08,0.79,-2.59,0.68,571771.0,,502110.0,1,1,Bot,,,,,663728,,,-12.453374051692869,-128.5594443015878,-8.874012119087242,3.351460440710288,25.37736582663436,-21.71240378145833,3.42,1.57,,,,88.9,2212.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.99,,,,,,,,9,3,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,136.0,0.0,0.026,2022
2345,SL,2022-05-20,88.9,2.52,6.06,"Ray, Robbie",593428,592662,,swinging_strike,,,,,7.0,Xander Bogaerts strikes out swinging.,R,R,L,BOS,SEA,S,,,0,1,2022,0.11,0.71,-0.67,1.74,571771.0,,502110.0,1,1,Bot,,,,,663728,,,-8.042850703496391,-129.24069530000162,-6.07256717995939,2.7854790232702022,24.54591329368639,-23.211374742888427,3.51,1.6,,,,89.4,2232.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.06,,,,,,,,9,2,Slider,0,0,0,0,0,0,0,0,Standard,Strategic,141.0,0.0,-0.129,2022
2346,FF,2022-05-20,94.4,2.68,6.1,"Ray, Robbie",593428,592662,,called_strike,,,,,4.0,Xander Bogaerts strikes out swinging.,R,R,L,BOS,SEA,S,,,0,0,2022,0.81,1.4,-0.43,2.6,571771.0,,502110.0,1,1,Bot,,,,,663728,,,-9.93970320342584,-137.03728841552984,-6.502052172246621,12.52123064275405,31.550235233181496,-13.214425045643186,3.6,1.63,,,,94.5,2264.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.95,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,149.0,0.0,-0.074,2022
2347,FF,2022-05-20,94.0,2.55,6.13,"Ray, Robbie",502110,592662,single,hit_into_play,,,,,11.0,J.D. Martinez singles on a line drive to left fielder Jesse Winker.   Enrique Hernandez to 3rd.,R,R,L,BOS,SEA,X,7.0,line_drive,2,1,2022,0.48,1.44,-0.92,3.13,,571771.0,,1,1,Bot,92.85,102.83,,,663728,,,-10.108690993369226,-136.55573320671513,-5.26984607083866,8.245664045953996,29.32320940899289,-13.141427138884415,3.72,1.78,216.0,91.6,14.0,94.3,2327.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.0,0.943,0.92,0.9,1.0,1.0,0.0,4.0,8,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,151.0,0.045,0.637,2022
2348,SL,2022-05-20,86.9,2.84,5.96,"Ray, Robbie",502110,592662,,swinging_strike,,,,,13.0,J.D. Martinez singles on a line drive to left fielder Jesse Winker.   Enrique Hernandez to 3rd.,R,R,L,BOS,SEA,S,,,2,0,2022,-0.25,0.72,-0.63,1.1,,571771.0,,1,1,Bot,,,,,663728,,,-7.807693872298866,-126.37123802699324,-6.98426205126732,-1.2428464170882054,23.401222442361306,-23.296477257674702,3.72,1.78,,,,87.3,2269.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.12,,,,,,,,8,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Strategic,133.0,0.0,-0.062,2022
2349,FF,2022-05-20,94.9,2.53,6.12,"Ray, Robbie",502110,592662,,ball,,,,,13.0,J.D. Martinez singles on a line drive to left fielder Jesse Winker.   Enrique Hernandez to 3rd.,R,R,L,BOS,SEA,B,,,1,0,2022,0.85,1.43,-1.34,2.32,,571771.0,,1,1,Bot,,,,,663728,,,-12.02013969136936,-137.47927367223693,-7.422297669434434,13.543118120373464,32.29066971856149,-12.442669209596136,3.69,1.78,,,,94.7,2211.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.98,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,147.0,0.0,0.049,2022
2350,SL,2022-05-20,89.0,2.72,6.03,"Ray, Robbie",502110,592662,,ball,,,,,14.0,J.D. Martinez singles on a line drive to left fielder Jesse Winker.   Enrique Hernandez to 3rd.,R,R,L,BOS,SEA,B,,,0,0,2022,0.13,0.59,0.11,1.42,,571771.0,,1,1,Bot,,,,,663728,,,-6.706088085140538,-129.27972151126855,-6.510328428069736,2.9394468605734163,27.647154650525383,-24.36900109071552,3.69,1.72,,,,89.1,2246.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,53.96,,,,,,,,8,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Strategic,145.0,0.0,0.028,2022
2351,FF,2022-05-20,95.4,2.6,6.04,"Ray, Robbie",646240,592662,strikeout,swinging_strike,,,,,12.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,S,2.0,,2,2,2022,0.88,1.57,0.06,3.86,,571771.0,,0,1,Bot,,,,,663728,,,-8.668398182312403,-138.553868273091,-3.576623964578792,13.37339381436831,33.89602493375816,-11.386468970985607,3.37,1.57,,,,95.0,2259.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.11,,,0.0,1.0,0.0,0.0,,7,8,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,-0.041,-0.36,2022
2352,SL,2022-05-20,88.8,2.72,6.02,"Ray, Robbie",646240,592662,,foul,,,,,4.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,S,,,2,2,2022,-0.15,0.51,-0.57,2.36,,571771.0,,0,1,Bot,,,,,663728,,,-7.730497732340814,-129.26189741191698,-4.033664547789964,-0.2756317934649071,24.52698341054917,-25.777766372128323,3.37,1.57,1.0,82.8,-63.0,89.1,2223.0,6.3,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.24,,,,,,,,7,7,Slider,0,0,0,0,0,0,0,0,Standard,Standard,138.0,0.0,0.0,2022
2353,FF,2022-05-20,95.3,2.43,6.1,"Ray, Robbie",646240,592662,,ball,,,,,11.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,B,,,1,2,2022,0.5,1.47,-1.97,3.23,,571771.0,,0,1,Bot,,,,,663728,,,-12.675156931128695,-138.17275156631294,-5.191974944211914,9.155538754116654,30.49027599575563,-12.31077621577469,3.31,1.51,,,,95.3,2208.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.0,,,,,,,,7,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,142.0,0.0,0.045,2022
2354,FF,2022-05-20,94.7,2.58,6.13,"Ray, Robbie",646240,592662,,foul,,,,,7.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,S,,,1,2,2022,0.53,1.44,-0.81,2.07,,571771.0,,0,1,Bot,,,,,663728,,,-10.027875381139838,-137.34304684826384,-8.081266410122483,9.018236125575932,32.37409798772482,-12.30986742213014,3.37,1.57,190.0,75.7,19.0,94.4,2220.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.05,,,,,,,,7,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,148.0,0.0,0.0,2022
2355,SL,2022-05-20,86.5,2.6,6.03,"Ray, Robbie",646240,592662,,foul,,,,,7.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,S,,,1,2,2022,0.32,0.61,-0.61,1.72,,571771.0,,0,1,Bot,,,,,663728,,,-8.300730120723147,-125.69506191380631,-5.310071789447517,4.985788843811444,24.693072188083093,-24.83660383441623,3.37,1.57,2.0,73.5,-46.0,86.8,2196.0,6.5,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.01,,,,,,,,7,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,142.0,0.0,0.0,2022
2356,SL,2022-05-20,88.5,2.99,5.99,"Ray, Robbie",646240,592662,,blocked_ball,,,,,14.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,B,,,0,2,2022,-0.28,0.49,0.49,0.44,,571771.0,,0,1,Bot,,,,,663728,,,-5.525210638907789,-128.712891237613,-8.553820329815263,-2.0690130044598,24.94827286459441,-25.20658896966507,3.34,1.48,,,,88.9,2045.0,6.4,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.06,,,,,,,,7,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,144.0,0.0,0.034,2022
2357,SL,2022-05-20,89.7,2.79,6.0,"Ray, Robbie",646240,592662,,swinging_strike,,,,,14.0,Rafael Devers strikes out swinging.,R,L,L,BOS,SEA,S,,,0,1,2022,0.32,0.37,0.11,1.31,,571771.0,,0,1,Bot,,,,,663728,,,-7.308660308914042,-130.32467988677823,-6.346515982621563,5.193578732954083,27.729504497464543,-26.839640275132982,3.37,1.57,,,,89.6,2187.0,6.3,663268,592662,663728,664034,647351,553993,641487,608385,677594,664238,54.16,,,,,,,,7,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,147.0,0.0,-0.076,2022
