,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,year
1063,SL,2022-08-05,86.7,2.52,5.96,"Ray, Robbie",666176,592662,,ball,,,,,14.0,Jo Adell walks.,R,R,L,SEA,LAA,B,,,2,2,2022,-0.26,0.27,0.57,1.02,,,,2,6,Top,,,,,663728,,,-4.146621364348557,-126.32214881678289,-6.287591038336408,-2.0641425255245016,22.418078992479536,-28.27654616819274,3.68,1.77,,,,87.6,2000.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.03,,,,,,,,43,5,Slider,0,1,1,0,1,0,1,0,Standard,Standard,154.0,0.0,0.033,2022
1064,SL,2022-08-05,89.3,2.51,5.97,"Ray, Robbie",666176,592662,,ball,,,,,13.0,Jo Adell walks.,R,R,L,SEA,LAA,B,,,1,2,2022,-0.42,0.65,-2.23,0.89,,,,2,6,Top,,,,,663728,,,-10.79123093888025,-129.5223578869141,-7.9048900847601935,-2.7965017751458854,23.397283703259685,-23.47180432481649,3.63,1.73,,,,89.8,2253.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.03,,,,,,,,43,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,163.0,0.0,0.014,2022
1065,FF,2022-08-05,94.7,2.33,6.08,"Ray, Robbie",666176,592662,,foul,,,,,4.0,Jo Adell walks.,R,R,L,SEA,LAA,S,,,1,1,2022,0.5,1.39,-0.72,2.97,,,,2,6,Top,,,,,663728,,,-9.09724708267293,-137.58943002257732,-5.592356053970555,8.254452105575561,28.20479937347094,-13.371956474813652,3.63,1.78,,,,95.3,2215.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.96,,,,,,,,43,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,147.0,0.0,-0.023,2022
1066,SI,2022-08-05,94.0,2.38,6.07,"Ray, Robbie",666176,592662,,foul,,,,,14.0,Jo Adell walks.,R,R,L,SEA,LAA,S,,,1,0,2022,1.26,1.16,1.2,2.48,,,,2,6,Top,,,,,663728,,,-5.876385506926718,-136.72085702205518,-6.176160652154442,17.101564100018415,30.38164875684589,-16.401282544502543,3.63,1.78,213.0,78.5,54.0,94.5,2209.0,6.6,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.86,,,,,,,,43,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,149.0,0.0,-0.021,2022
1067,SL,2022-08-05,87.3,2.6,6.08,"Ray, Robbie",666176,592662,,ball,,,,,14.0,Jo Adell walks.,R,R,L,SEA,LAA,B,,,0,0,2022,-0.25,0.61,0.2,1.1,,,,2,6,Top,,,,,663728,,,-5.243702415603784,-126.97058369563858,-7.086115909056691,-1.619537549207044,25.33514923546929,-24.31998263570349,3.63,1.84,,,,87.2,2173.0,6.2,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.32,,,,,,,,43,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,147.0,0.0,0.015,2022
1068,SI,2022-08-05,94.3,2.39,6.11,"Ray, Robbie",650859,592662,field_out,hit_into_play,,,,,12.0,Luis Rengifo lines out to center fielder Sam Haggerty.,R,R,L,SEA,LAA,X,8.0,line_drive,0,1,2022,1.37,1.14,1.04,2.45,,,,1,6,Top,144.33,76.36,,,663728,,,-6.583425896586234,-137.05592802218163,-6.376705737133415,18.68898596784729,29.0055165408823,-16.52084003338278,3.19,1.49,308.0,99.9,14.0,94.7,2241.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.98,0.789,0.78,0.0,1.0,0.0,0.0,4.0,42,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,147.0,0.018,-0.132,2022
1069,SL,2022-08-05,87.7,2.57,6.09,"Ray, Robbie",650859,592662,,swinging_strike,,,,,14.0,Luis Rengifo lines out to center fielder Sam Haggerty.,R,R,L,SEA,LAA,S,,,0,0,2022,0.17,0.38,0.53,1.14,,,,1,6,Top,,,,,663728,,,-5.315545386387981,-127.57738509736912,-6.696515680030908,2.8767787509362086,24.46247256339708,-26.86205971848817,3.19,1.49,,,,88.2,2271.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.02,,,,,,,,42,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,149.0,0.0,-0.024,2022
1070,SL,2022-08-05,86.2,2.28,6.05,"Ray, Robbie",660271,592662,strikeout,swinging_strike,,,,,13.0,Shohei Ohtani strikes out swinging.,R,L,L,SEA,LAA,S,2.0,,1,2,2022,-0.16,0.52,-0.92,1.51,,,,0,6,Top,,,,,663728,,,-7.283849496358992,-125.29389753130565,-5.635724483911245,-0.3263117350083726,24.254479110177037,-25.758927108367956,3.41,1.54,,,,86.5,2154.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.03,,,0.0,1.0,0.0,0.0,,41,4,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,150.0,0.024,-0.158,2022
1071,SL,2022-08-05,86.2,2.6,6.04,"Ray, Robbie",660271,592662,,swinging_strike,,,,,8.0,Shohei Ohtani strikes out swinging.,R,L,L,SEA,LAA,S,,,1,1,2022,0.2,0.11,-0.01,1.43,,,,0,6,Top,,,,,663728,,,-6.578443293691605,-125.3954734671566,-4.998739598067822,3.3098536789591178,22.12595772606413,-30.27742359361031,3.41,1.54,,,,86.4,2205.0,6.1,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.36,,,,,,,,41,3,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,154.0,0.0,-0.054,2022
1072,SL,2022-08-05,85.6,2.37,5.97,"Ray, Robbie",660271,592662,,ball,,,,,13.0,Shohei Ohtani strikes out swinging.,R,L,L,SEA,LAA,B,,,0,1,2022,0.18,0.28,-1.61,1.04,,,,0,6,Top,,,,,663728,,,-9.745160240758002,-124.28785237529102,-5.957205059121365,3.625976354891072,22.78870211810645,-28.28757984979209,3.47,1.61,,,,85.9,1919.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.09,,,,,,,,41,2,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,152.0,0.0,0.025,2022
1073,FF,2022-08-05,93.9,2.48,6.07,"Ray, Robbie",660271,592662,,called_strike,,,,,1.0,Shohei Ohtani strikes out swinging.,R,L,L,SEA,LAA,S,,,0,0,2022,0.68,1.47,-0.57,3.33,,,,0,6,Top,,,,,663728,,,-9.413623306019597,-136.35671987336886,-4.6175329811611565,10.534758302746347,30.0435769308477,-12.95623740815283,3.51,1.67,,,,94.0,2270.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.06,,,,,,,,41,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,147.0,0.0,-0.034,2022
1074,SL,2022-08-05,88.3,2.48,6.12,"Ray, Robbie",621493,592662,strikeout,swinging_strike,,,,,13.0,Taylor Ward strikes out swinging.,R,R,L,SEA,LAA,S,2.0,,0,2,2022,-0.19,0.57,-1.14,2.24,,642423.0,,2,5,Top,,,,,663728,,,-8.446952125306343,-128.4775994261497,-4.631039957017086,-0.5937562763588115,23.128467826745226,-25.13146088177275,3.43,1.64,,,,88.9,2220.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.1,,,0.0,1.0,0.0,0.0,,36,3,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,146.0,0.037,-0.204,2022
1075,FF,2022-08-05,94.3,2.69,6.11,"Ray, Robbie",621493,592662,,called_strike,,,,,6.0,Taylor Ward strikes out swinging.,R,R,L,SEA,LAA,S,,,0,1,2022,0.44,1.63,0.72,2.98,,642423.0,,2,5,Top,,,,,663728,,,-6.142072252428049,-137.1498460786521,-6.103132190593998,6.873384836096324,29.895928896064465,-10.363419225205524,3.55,1.77,,,,94.8,2265.0,6.6,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.92,,,,,,,,36,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,144.0,0.0,-0.062,2022
1076,FF,2022-08-05,94.2,2.59,6.18,"Ray, Robbie",621493,592662,,called_strike,,,,,7.0,Taylor Ward strikes out swinging.,R,R,L,SEA,LAA,S,,,0,0,2022,0.39,1.66,-0.41,2.29,,642423.0,,2,5,Top,,,,,663728,,,-8.659476645801835,-136.84961113728434,-8.119700305286607,6.739685390296921,28.586665740925845,-9.605720478470392,3.47,1.8,,,,94.5,2308.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.08,,,,,,,,36,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,146.0,0.0,-0.046,2022
1077,SL,2022-08-05,87.1,2.89,6.16,"Ray, Robbie",623205,592662,field_out,hit_into_play,,,,,13.0,"Andrew Velazquez grounds out, second baseman Abraham Toro to first baseman Ty France.   Magneuris Sierra to 2nd.",R,R,L,SEA,LAA,X,4.0,ground_ball,1,2,2022,0.1,0.43,-0.19,1.14,,,642423.0,1,5,Top,150.5,148.54,,,663728,,,-7.612404209675039,-126.58853430222962,-6.835413037066806,2.50564390551916,23.47458133086005,-26.3430223316456,3.36,1.55,9.0,93.4,-7.0,87.6,2205.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.05,0.214,0.203,0.0,1.0,0.0,0.0,2.0,35,4,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,154.0,0.017,-0.284,2022
1078,SI,2022-08-05,93.6,2.72,6.08,"Ray, Robbie",623205,592662,,called_strike,,,,,8.0,"Andrew Velazquez grounds out, second baseman Abraham Toro to first baseman Ty France.   Magneuris Sierra to 2nd.",R,R,L,SEA,LAA,S,,,1,1,2022,1.09,1.01,0.06,1.74,,,642423.0,1,5,Top,,,,,663728,,,-9.29688775278341,-135.8837474818071,-7.7697371846496655,15.381070540240133,26.188742307343528,-18.11458753781919,3.3,1.61,,,,94.3,2211.0,6.6,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.93,,,,,,,,35,3,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,152.0,0.0,-0.07,2022
1079,FF,2022-08-05,92.3,2.76,6.17,"Ray, Robbie",623205,592662,,foul,,,,,2.0,"Andrew Velazquez grounds out, second baseman Abraham Toro to first baseman Ty France.   Magneuris Sierra to 2nd.",R,R,L,SEA,LAA,S,,,1,0,2022,0.61,1.25,0.16,2.84,,,642423.0,1,5,Top,,,,,663728,,,-7.962812239809203,-134.25214190228905,-5.431453606825606,9.03429392677879,27.166251524935483,-16.04427841879334,3.36,1.55,202.0,83.3,60.0,92.9,2231.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.99,,,,,,,,35,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,148.0,0.0,-0.058,2022
1080,SI,2022-08-05,91.0,2.88,6.09,"Ray, Robbie",623205,592662,,ball,,,,,14.0,"Andrew Velazquez grounds out, second baseman Abraham Toro to first baseman Ty France.   Magneuris Sierra to 2nd.",R,R,L,SEA,LAA,B,,,0,0,2022,1.35,1.02,0.61,1.33,,,642423.0,1,5,Top,,,,,663728,,,-8.628998983490316,-132.0777975365912,-8.241336486065121,17.63587239675903,27.05780253324877,-18.62009769223147,3.53,1.69,,,,91.3,2173.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.97,,,,,,,,35,1,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,149.0,0.0,0.042,2022
1081,SI,2022-08-05,94.6,2.5,6.06,"Ray, Robbie",642423,592662,single,hit_into_play,,,,,14.0,Magneuris Sierra singles on a soft bunt ground ball to first baseman Ty France.,R,L,L,SEA,LAA,X,3.0,ground_ball,1,0,2022,1.13,1.15,0.99,1.83,,,,1,5,Top,136.26,178.15,,,663728,,,-6.470894821970767,-137.55902455346188,-7.939281050899246,15.724230417835187,28.48475896694137,-16.025770009916986,3.41,1.6,5.0,48.0,-23.0,95.0,2234.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.07,0.163,0.178,0.9,1.0,1.0,0.0,1.0,34,2,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,145.0,-0.026,0.033,2022
1082,SI,2022-08-05,93.5,2.37,6.08,"Ray, Robbie",642423,592662,,ball,,,,,14.0,Magneuris Sierra singles on a soft bunt ground ball to first baseman Ty France.,R,L,L,SEA,LAA,B,,,0,0,2022,1.22,1.04,0.4,0.82,,,,1,5,Top,,,,,663728,,,-7.777877987188501,-135.7336398197428,-10.135438139632935,16.767930711346665,27.27170779540319,-17.33125401257418,3.61,1.71,,,,94.0,2255.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.95,,,,,,,,34,1,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,149.0,0.0,0.023,2022
1083,SL,2022-08-05,85.9,2.51,6.16,"Ray, Robbie",594838,592662,field_out,hit_into_play,,,,,8.0,Phil Gosselin flies out to right fielder Adam Frazier.,R,R,L,SEA,LAA,X,9.0,fly_ball,1,1,2022,-0.24,0.4,0.01,1.9,,,,0,5,Top,181.78,112.82,,,663728,,,-5.460982398867675,-125.14121607010544,-4.744772487255262,-1.5256300525274131,22.20957570014778,-27.227126004512797,3.29,1.56,255.0,83.9,45.0,86.5,2246.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.13,0.009,0.01,0.0,1.0,0.0,0.0,3.0,33,3,Slider,0,1,1,0,1,0,1,0,Strategic,Standard,142.0,0.023,-0.212,2022
1084,SI,2022-08-05,93.1,2.5,6.09,"Ray, Robbie",594838,592662,,swinging_strike,,,,,12.0,Phil Gosselin flies out to right fielder Adam Frazier.,R,R,L,SEA,LAA,S,,,1,0,2022,1.08,1.1,0.86,2.6,,,,0,5,Top,,,,,663728,,,-6.571921915673112,-135.35204128283743,-5.585832807778632,14.66002882551908,29.174455359802177,-17.653033952338983,3.29,1.56,,,,92.9,2265.0,6.2,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.3,,,,,,,,33,2,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,146.0,0.0,-0.043,2022
1085,SL,2022-08-05,86.8,2.7,6.17,"Ray, Robbie",594838,592662,,ball,,,,,14.0,Phil Gosselin flies out to right fielder Adam Frazier.,R,R,L,SEA,LAA,B,,,0,0,2022,-0.12,0.49,0.23,1.2,,,,0,5,Top,,,,,663728,,,-5.652497519427254,-126.27086918352578,-6.728714870295335,-0.2572885182165445,23.18634578347293,-25.82081375641216,3.22,1.57,,,,86.7,2240.0,6.0,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.5,,,,,,,,33,1,Slider,0,1,1,0,1,0,1,0,Strategic,Standard,151.0,0.0,0.033,2022
1086,FF,2022-08-05,93.9,2.44,6.08,"Ray, Robbie",665120,592662,strikeout,swinging_strike,,,,,2.0,Jared Walsh strikes out swinging.,R,L,L,SEA,LAA,S,2.0,,2,2,2022,0.49,1.49,0.07,3.06,,,666176.0,2,4,Top,,,,,663728,,,-7.273036629532146,-136.5755171234361,-5.410616101859576,7.781572509981213,30.15508413369917,-12.53300110094953,3.57,1.67,,,,94.5,2315.0,6.7,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.81,,,0.0,1.0,0.0,0.0,,28,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,151.0,0.024,-0.188,2022
1087,SI,2022-08-05,94.0,2.45,6.17,"Ray, Robbie",665120,592662,,foul,,,,,12.0,Jared Walsh strikes out swinging.,R,L,L,SEA,LAA,S,,,2,2,2022,1.18,1.22,1.48,2.64,,,666176.0,2,4,Top,,,,,663728,,,-5.141638810541179,-136.652333399977,-6.141351767555905,15.92279017709042,30.25529216271778,-15.694917313246892,3.57,1.67,98.0,48.4,24.0,94.3,2202.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.99,,,,,,,,28,5,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,148.0,0.0,0.0,2022
1088,FF,2022-08-05,94.5,2.45,6.08,"Ray, Robbie",665120,592662,,ball,,,,,13.0,Jared Walsh strikes out swinging.,R,L,L,SEA,LAA,B,,,1,2,2022,0.59,1.53,-1.28,1.42,,,666176.0,2,4,Top,,,,,663728,,,-11.046036804763292,-136.80277706549884,-9.834806077919922,9.865178624506177,31.128181181358688,-10.85447110234125,3.63,1.77,,,,94.5,2302.0,6.7,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.85,,,,,,,,28,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,149.0,0.0,0.029,2022
1089,SL,2022-08-05,88.0,2.43,6.14,"Ray, Robbie",665120,592662,,ball,,,,,12.0,Jared Walsh strikes out swinging.,R,L,L,SEA,LAA,B,,,0,2,2022,-0.25,0.62,0.19,4.05,,,666176.0,2,4,Top,,,,,663728,,,-4.923145649334025,-128.31367527157326,-0.3588306361806908,-1.8889379201919372,22.806591425515656,-25.38786200241303,3.57,1.67,,,,88.6,2256.0,6.3,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.25,,,,,,,,28,3,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,159.0,0.0,0.023,2022
1090,FF,2022-08-05,94.7,2.48,6.09,"Ray, Robbie",665120,592662,,called_strike,,,,,4.0,Jared Walsh strikes out swinging.,R,L,L,SEA,LAA,S,,,0,1,2022,0.36,1.43,-0.46,2.84,,,666176.0,2,4,Top,,,,,663728,,,-8.49954823516485,-137.55857246618652,-6.039173475301004,6.437968479714057,30.243897600699967,-12.81059988124743,3.61,1.71,,,,95.2,2196.0,6.6,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.87,,,,,,,,28,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,148.0,0.0,-0.048,2022
1091,SI,2022-08-05,94.4,2.43,6.13,"Ray, Robbie",665120,592662,,swinging_strike,,,,,3.0,Jared Walsh strikes out swinging.,R,L,L,SEA,LAA,S,,,0,0,2022,1.09,1.19,0.57,3.26,,,666176.0,2,4,Top,,,,,663728,,,-7.289289838867612,-137.24891237772945,-4.4175826890949885,15.40865480330258,29.49147494564404,-16.37834457366861,3.57,1.67,,,,94.7,2154.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.05,,,,,,,,28,1,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,150.0,0.0,-0.035,2022
1092,SL,2022-08-05,89.0,2.65,6.11,"Ray, Robbie",545358,592662,field_out,hit_into_play,,,,,4.0,Max Stassi pops out to first baseman Ty France in foul territory.,R,R,L,SEA,LAA,X,3.0,popup,1,2,2022,-0.22,0.47,-0.52,2.59,,,666176.0,1,4,Top,163.17,184.03,,,663728,,,-7.350509949159076,-129.61330897211823,-3.6874163724997153,-1.2127156707968605,22.852954559735583,-26.3617490722497,3.52,1.65,102.0,74.5,73.0,90.2,2349.0,6.6,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.89,0.0,0.0,0.0,1.0,0.0,0.0,3.0,27,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,171.0,0.028,-0.214,2022
1093,SI,2022-08-05,93.7,2.77,5.95,"Ray, Robbie",545358,592662,,swinging_strike,,,,,12.0,Max Stassi pops out to first baseman Ty France in foul territory.,R,R,L,SEA,LAA,S,,,1,1,2022,1.31,1.01,1.14,2.73,,,666176.0,1,4,Top,,,,,663728,,,-7.094994918919303,-136.27915754079837,-4.841366654246111,17.85117650429049,28.596102537947864,-18.66557844823901,3.52,1.65,,,,94.0,2135.0,6.4,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.08,,,,,,,,27,3,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,143.0,0.0,-0.07,2022
1094,SL,2022-08-05,87.7,2.83,6.06,"Ray, Robbie",545358,592662,,called_strike,,,,,14.0,Max Stassi pops out to first baseman Ty France in foul territory.,R,R,L,SEA,LAA,S,,,1,0,2022,-0.24,0.45,0.85,2.11,,,666176.0,1,4,Top,,,,,663728,,,-4.296099395036487,-127.81927764910192,-4.465597423934337,-1.85326262707594,22.38472915423423,-26.572817311906835,3.36,1.67,,,,88.3,2193.0,6.2,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.26,,,,,,,,27,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,168.0,0.0,-0.058,2022
1095,SI,2022-08-05,95.3,2.57,6.15,"Ray, Robbie",545358,592662,,ball,,,,,14.0,Max Stassi pops out to first baseman Ty France in foul territory.,R,R,L,SEA,LAA,B,,,0,0,2022,1.21,1.13,0.92,2.26,,,666176.0,1,4,Top,,,,,663728,,,-7.076177919108488,-138.58595974630768,-7.16224479131401,17.21932882709056,29.579885540695667,-16.19122291475808,3.57,1.77,,,,95.7,2156.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.03,,,,,,,,27,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,144.0,0.0,0.042,2022
1096,SI,2022-08-05,93.9,2.43,6.01,"Ray, Robbie",666176,592662,force_out,hit_into_play,,,,,14.0,"Jo Adell grounds into a force out, third baseman Eugenio Suarez to second baseman Abraham Toro.   Luis Rengifo out at 2nd.    Jo Adell to 1st.",R,R,L,SEA,LAA,X,5.0,ground_ball,2,1,2022,1.27,1.06,0.14,0.95,,,650859.0,0,4,Top,105.38,169.32,,,663728,,,-8.80181202128765,-136.28885920569434,-9.830846937757125,17.62057673359243,26.384924500442228,-17.0774722180585,3.63,1.78,3.0,107.6,-16.0,95.1,2158.0,6.8,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.66,0.217,0.195,0.0,1.0,0.0,0.0,2.0,26,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,145.0,0.033,-0.59,2022
1097,SL,2022-08-05,87.8,2.46,6.14,"Ray, Robbie",666176,592662,,ball,,,,,11.0,"Jo Adell grounds into a force out, third baseman Eugenio Suarez to second baseman Abraham Toro.   Luis Rengifo out at 2nd.    Jo Adell to 1st.",R,R,L,SEA,LAA,B,,,1,1,2022,-0.16,0.45,-1.67,3.01,,,650859.0,0,4,Top,,,,,663728,,,-9.672155849113748,-127.74507951851976,-2.500029589892933,-0.1477751097124672,21.62524844561377,-26.887036415632743,3.72,1.84,,,,88.5,2169.0,6.3,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.16,,,,,,,,26,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,156.0,0.0,0.096,2022
1098,SL,2022-08-05,88.4,2.4,6.15,"Ray, Robbie",666176,592662,,ball,,,,,13.0,"Jo Adell grounds into a force out, third baseman Eugenio Suarez to second baseman Abraham Toro.   Luis Rengifo out at 2nd.    Jo Adell to 1st.",R,R,L,SEA,LAA,B,,,0,1,2022,0.01,0.47,-1.69,2.11,,,650859.0,0,4,Top,,,,,663728,,,-10.02360064282014,-128.52997185551143,-4.883802479673857,1.7623623158407422,21.144113373360188,-26.19421825191219,3.76,1.84,,,,89.5,2183.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.97,,,,,,,,26,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,148.0,0.0,0.051,2022
1099,SI,2022-08-05,93.7,2.72,6.11,"Ray, Robbie",666176,592662,,foul,,,,,2.0,"Jo Adell grounds into a force out, third baseman Eugenio Suarez to second baseman Abraham Toro.   Luis Rengifo out at 2nd.    Jo Adell to 1st.",R,R,L,SEA,LAA,S,,,0,0,2022,1.1,1.19,0.03,3.07,,,650859.0,0,4,Top,,,,,663728,,,-9.402890043831688,-136.15861985551444,-4.760312604881377,15.740579973732732,28.136996651052595,-16.51502073464394,3.63,1.78,190.0,74.3,60.0,94.2,2201.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.97,,,,,,,,26,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,151.0,0.0,-0.066,2022
1100,FF,2022-08-05,94.3,2.47,6.08,"Ray, Robbie",650859,592662,single,hit_into_play,,,,,2.0,Luis Rengifo singles on a ground ball to right fielder Adam Frazier.,R,R,L,SEA,LAA,X,9.0,ground_ball,0,2,2022,0.52,1.52,-0.16,3.26,,,,0,4,Top,165.2,103.42,,,663728,,,-8.029006032525697,-137.07825566278436,-5.041611140141099,8.334901125298732,29.08474067541622,-11.986024429357276,3.19,1.49,55.0,89.6,0.0,94.6,2353.0,6.5,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.05,0.271,0.244,0.9,1.0,1.0,0.0,2.0,25,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,151.0,-0.035,0.475,2022
1101,SI,2022-08-05,94.5,2.32,6.14,"Ray, Robbie",650859,592662,,foul,,,,,12.0,Luis Rengifo singles on a ground ball to right fielder Adam Frazier.,R,R,L,SEA,LAA,S,,,0,1,2022,1.15,1.07,0.9,3.49,,,,0,4,Top,,,,,663728,,,-6.255481647573441,-137.56954807911364,-3.657139267820965,15.918624604695667,27.83227139933459,-17.923645445879774,3.19,1.49,168.0,82.0,12.0,94.8,2208.0,6.2,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.26,,,,,,,,25,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,149.0,0.0,-0.046,2022
1102,SL,2022-08-05,87.8,2.6,6.09,"Ray, Robbie",650859,592662,,called_strike,,,,,14.0,Luis Rengifo singles on a ground ball to right fielder Adam Frazier.,R,R,L,SEA,LAA,S,,,0,0,2022,-0.28,0.54,1.04,2.3,,,,0,4,Top,,,,,663728,,,-3.197379839017558,-127.93586285283536,-4.262575881992119,-2.5614068292087664,22.60184106298032,-25.65358228174795,3.26,1.44,,,,88.5,2227.0,6.3,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,54.2,,,,,,,,25,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,149.0,0.0,-0.034,2022
1103,FF,2022-08-05,93.8,2.59,6.12,"Ray, Robbie",650859,592662,,foul,,,,,11.0,"With Luis Rengifo batting, Andrew Velazquez picked off and caught stealing 2nd base, second baseman Abraham Toro.",R,R,L,SEA,LAA,S,,,0,1,2022,0.34,1.59,-0.87,2.89,,,623205.0,2,3,Top,,,,,663728,,,-9.784173282164842,-136.22544603044233,-6.203329069384845,6.303951064337636,28.2293861039364,-11.151742077712036,3.19,1.49,,,,94.6,2337.0,6.8,662164,592662,663728,664034,647351,553993,641487,608385,664059,624428,53.74,,,,,,,,21,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,148.0,0.0,-0.048,2022
